,pid,lab,ml,ap,dv,phi,theta,depth
437,b04d8a51-4f06-45bf-bd58-2915eb0c4668,wittenlab,5315.000,11392.000,6785.000,-8.109,14.479,5897.423
438,e4632651-5ba7-48a7-86db-5298b45a5bac,angelakilab,4963.000,10213.000,5581.000,-148.465,10.926,4410.626
439,962ca9c6-cd30-44b5-9153-465e821be684,angelakilab,4094.000,10139.000,6835.000,15.663,17.120,5843.654
440,0a0184b3-9e1a-4c36-98f4-00ae3beb8f01,cortexlab,1891.000,9327.000,5519.000,13.022,4.540,4332.756
441,cde137a5-7a93-4968-ab61-5aedbd9ce3fb,danlab,4505.000,10703.000,6792.000,13.442,19.210,5921.213
442,0e2c1e20-5b81-4104-b1ee-325bb0e1a781,wittenlab,7232.000,11395.000,5482.000,-155.259,8.533,4506.806
443,79fbd14b-bfad-4b28-90a9-3019bf72336f,angelakilab,2861.000,6170.000,5333.000,140.079,13.682,3919.296
444,487cc97e-f2c5-44f2-94ea-fbce30c65c84,angelakilab,3160.000,4002.000,6755.000,147.725,14.196,4027.619
445,88e1154c-bd92-446d-bd6d-550062666223,wittenlab,1650.000,6682.000,5026.000,69.692,7.159,3478.166
446,5a5a2320-3b0d-485d-aba2-dc96357e00d8,wittenlab,4091.000,6279.000,4194.000,118.646,5.476,3635.813
447,bd9d5846-759e-4dc9-951a-d163a04d56b4,hoferlab,6077.000,3453.000,5971.000,133.170,15.574,4278.018
448,1ef94d02-d51a-491f-a313-1bb5238d6b8b,danlab,3588.000,4493.000,7045.000,36.982,11.989,5949.887
449,eb0baec1-4ca1-4b31-b03c-69335de3a7e3,mrsicflogellab,4171.000,4622.000,6132.000,41.741,9.261,5124.035
450,00a824c0-e060-495f-9ebc-79c82fef4c67,churchlandlab,5122.000,8680.000,3720.000,158.796,12.649,3581.763
451,7791ee46-5c13-4d1b-8518-5602dcb8666b,churchlandlab,3561.000,9594.000,5673.000,47.122,7.165,5339.339
452,aba2f956-4f9e-4551-8630-4d4d9c39c4dc,churchlandlab,3564.000,11537.000,4878.000,63.034,82.913,10358.224
453,64101a8a-fa35-422d-b28f-0d81c85c146f,zadorlab,4616.000,11784.000,5243.000,179.319,11.352,4021.290
454,81a1cbae-60b6-4013-9511-1bf3855387a2,wittenlab,6683.000,11438.000,7138.000,22.174,9.286,5966.637
455,79b2e46e-e2ee-446e-b875-9aff03ef52d2,zadorlab,4925.000,4799.000,4503.000,164.973,22.787,3474.368
456,58b271d5-f728-4de8-b2ae-51908931247c,mrsicflogellab,8164.000,12541.000,5052.000,175.126,17.931,3470.154
457,4c04120d-523a-4795-ba8f-49dbb8d9f63a,zadorlab,7146.000,8564.000,3409.000,59.616,24.405,3276.424
458,461ecb39-ab58-4a6c-acd7-22da5b4b4b22,churchlandlab,3150.000,8634.000,6624.000,22.503,7.810,6357.629
459,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,churchlandlab,3912.000,7324.000,4077.000,180.000,7.911,3636.520
460,6d24683c-da42-4610-baf0-7ceee7014394,danlab,6923.000,7049.000,4752.000,-0.051,14.926,4374.830
461,da17779f-7728-4c51-8b54-b88764c0908d,angelakilab,1466.000,5926.000,5340.000,55.404,13.721,3592.519
462,291fcd13-b629-49c0-baf8-57ed1351050e,mrsicflogellab,6106.000,11853.000,5455.000,37.565,18.305,4192.273
463,0925fb1b-cf83-4f55-bfb7-aa52f993a404,danlab,4473.000,10407.000,6101.000,176.449,20.988,4820.479
464,4037a618-e6ba-4142-a6d2-3e32ef25fd1b,wittenlab,6706.000,12079.000,7332.000,18.701,11.268,6048.380
465,ffb1b072-2de7-44a4-8115-5799b9866382,mrsicflogellab,5876.000,12521.000,7147.000,13.747,18.864,5808.537
466,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,4068.000,7880.000,4926.000,137.924,13.948,4508.940
467,fe380793-8035-414e-b000-09bfe5ece92a,zadorlab,1218.000,7603.000,5123.000,46.902,14.309,3893.716
468,ad7d5c25-7f74-4812-91ef-060a86911421,angelakilab,4812.000,3424.000,5976.000,-153.674,10.905,4711.153
469,ce397420-3cd2-4a55-8fd1-5e28321981f4,mrsicflogellab,4578.000,7757.000,4623.000,152.702,15.599,4332.935
470,decc8d40-cf74-4263-ae9d-a0cc68b47e86,angelakilab,4210.000,4936.000,4463.000,44.561,6.055,3532.603
471,b33e4298-a735-4781-8dea-d7203b4137fb,hoferlab,5101.000,5898.000,6410.000,12.924,16.065,6020.206
472,f03b61b4-6b13-479d-940f-d1608eb275cc,mainenlab,4497.000,7773.000,4670.000,160.047,15.022,4343.767
473,b73ef9cf-462c-4de3-ae61-5907790ebd0e,hoferlab,2957.000,8829.000,5611.000,43.616,6.665,5170.580
474,3fd2d2b3-9415-4b6e-b392-40427fb1c388,hoferlab,3677.000,4450.000,6494.000,77.711,10.265,5075.643
475,2a7caaa4-1710-49a1-ade4-db0a986ae6f5,hoferlab,5233.000,4155.000,5234.000,149.428,18.543,4017.870
476,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,zadorlab,3377.000,9063.000,5484.000,46.733,11.663,5319.119
477,e3ce9c72-2a4f-4607-95d3-ea7e886082b8,churchlandlab,3134.000,9130.000,4963.000,164.927,17.553,3894.000
478,76c5c1a1-3617-4727-9f75-d975c9a08203,wittenlab,7230.000,11396.000,5461.000,-155.223,8.542,4485.616
479,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,mrsicflogellab,7204.000,12838.000,5358.000,149.972,16.946,4373.264
480,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,angelakilab,1641.000,9558.000,5471.000,37.619,10.719,4474.356
481,a1b87882-4a77-403f-9f48-4615e7662d56,cortexlab,5140.000,7705.000,5915.000,27.151,10.558,5737.109
482,3ccb2d59-9e94-48e6-9e72-0b7b96bd3f9b,mrsicflogellab,6545.000,12480.000,7265.000,5.268,17.609,5575.792
483,94e948c1-f7be-4868-893a-f7cd2df3313e,churchlandlab_ucla,4479.000,8354.000,5236.000,179.763,11.783,4914.688
484,54c8f5de-83d7-49b9-9b4c-67fe0f07289b,zadorlab,2897.000,8634.000,4654.000,-172.303,10.656,3667.089
485,b78b3c42-eee5-47c6-9717-743b78c0b721,mainenlab,3473.000,8995.000,4806.000,164.634,15.998,4036.962
486,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,mrsicflogellab,3403.000,7313.000,4818.000,163.065,21.441,3887.003
487,dc50c3de-5d84-4408-9725-22ae55b93522,mrsicflogellab,4404.000,7587.000,3747.000,178.919,10.213,3451.613
488,e45a00b1-14a0-4f5e-9ea5-9f76d042b11c,angelakilab,4442.000,7692.000,4306.000,153.631,16.127,3988.060
489,ef3d059a-59d5-4870-b355-563a8d7cfd2d,wittenlab,4065.000,8030.000,4399.000,135.638,9.248,4051.452
490,e070023a-2a5d-4398-ad66-f9ed5d517ad1,churchlandlab,6631.000,11784.000,6502.000,24.555,10.457,5416.527
491,3eb6e6e0-8a57-49d6-b7c9-f39d5834e682,mainenlab,7079.000,7281.000,4508.000,-23.353,11.984,4173.762
492,7a52b7d9-4161-472f-94fe-2183be029cfd,hoferlab,4563.000,6815.000,4008.000,41.906,8.844,3676.237
493,25e75514-43e1-4c07-9fea-581bd203b55c,mrsicflogellab,5975.000,13044.000,6456.000,10.746,20.338,4539.206
494,523f8301-4f56-4faf-ab33-a9ff11331118,mainenlab,4347.000,7754.000,4487.000,167.637,18.406,4123.363
495,8ac7e5d5-57a4-41c8-a35d-8195784bfe95,mainenlab,4855.000,6989.000,6690.000,12.484,12.868,6528.883
496,d06bdedb-e173-4fe5-a4f1-ab9ab53f9761,zadorlab,8337.000,11795.000,4740.000,145.525,12.015,3568.669
497,26118c10-35dd-4ab1-9f0f-b9a89a1da070,danlab,4846.000,5383.000,4849.000,159.137,20.509,3976.067
498,b8df4cc3-e973-4267-8cf8-a55cea77e1ac,zadorlab,3274.000,8108.000,6763.000,77.072,9.109,6367.828
499,6efc58a4-e1cd-4eca-9205-7e4898cc1f8b,hoferlab,6194.000,4751.000,4858.000,148.488,25.078,4066.374
500,5d9a5895-0f28-416c-a6d6-3e781658ea57,mrsicflogellab,8785.000,12450.000,4250.000,180.000,5.815,1935.343
501,4364cabe-a27c-4bd5-b398-1d068aca47cf,zadorlab,4524.000,8075.000,3554.000,140.907,17.953,3341.621
502,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,mainenlab,5578.000,4215.000,5691.000,146.112,13.325,4589.084
503,d1af1003-247b-4f76-988f-d55cbb72aa80,danlab,4216.000,4936.000,7184.000,59.261,9.305,6190.115
504,b53cc868-008a-4d20-a33a-ea3101be2d34,hoferlab,4548.000,6892.000,3850.000,166.778,15.807,3481.739
505,5b317361-269c-4a47-83f3-3503ac634303,danlab,4223.000,8650.000,5211.000,-180.000,18.182,4721.588
506,5c63d860-1e3c-481b-a290-9f299a5421f5,mrsicflogellab,4621.000,8801.000,4305.000,3.128,9.693,3986.433
507,36362f75-96d8-4ed4-a728-5e72284d0995,mainenlab,4799.000,7665.000,5143.000,173.146,16.518,4869.175
508,091392a5-73f6-40f3-8552-fa917cf96deb,danlab,5047.000,6923.000,5159.000,41.647,18.788,4894.994
509,664de6d9-bba2-424b-b76c-bb61900c015f,mainenlab,2478.000,5530.000,6682.000,-16.271,10.818,6090.149
510,b8dbd3af-a589-41e4-878c-3372eaa1a8f6,mainenlab,3894.000,5803.000,6191.000,37.095,10.837,5539.738
511,5c278ffe-6452-4c36-b17f-2050c74e13b1,danlab,3395.000,6588.000,6619.000,100.497,5.083,5892.140
512,179ce6d0-e348-4257-b718-e58dd4134589,zadorlab,5375.000,9776.000,6379.000,34.287,13.215,6218.810
513,071f02e7-752a-4094-af79-8dd764e9d85d,mainenlab,4545.000,7285.000,4580.000,151.283,11.112,4234.778
514,8f2e16c4-893b-4f8f-bfb2-94fa452710ec,mainenlab,3652.000,7976.000,3674.000,34.096,12.219,3503.634
515,d978fe7f-3225-4804-8be5-6c90bba157e7,churchlandlab,4583.000,4895.000,4833.000,178.688,12.858,3855.009
516,b375a0ee-4c5a-4a53-9cea-d753f206e5c5,danlab,5310.000,5893.000,3612.000,148.172,18.650,3072.942
517,17f738d1-b16d-4cd3-8c52-77b08ad2e37f,wittenlab,4805.000,4970.000,6677.000,40.495,18.290,5742.444
518,0fed7207-f747-428b-b4c0-854cabb50d9e,wittenlab,5419.000,7957.000,4024.000,141.261,13.107,3926.113
519,d7361c6f-6751-4b5f-91c2-fdd61f988aa4,churchlandlab_ucla,5374.000,7888.000,5350.000,117.944,12.429,5197.249
520,e7b5df15-41be-439c-99e9-be40b2444cdb,angelakilab,4005.000,7665.000,6618.000,82.244,14.916,6331.414
521,6638cfb3-3831-4fc2-9327-194b76cf22e1,hoferlab,5521.000,2152.000,5071.000,167.466,16.127,2936.599
522,a44b9eb8-6c6f-497d-82c0-a666b99b4bff,wittenlab,5629.000,8564.000,4881.000,158.140,22.816,4942.773
523,341ef9bb-25f9-4eeb-8f1d-bdd054b22ba8,churchlandlab,4006.000,8442.000,4463.000,166.482,14.887,4022.857
524,8f4fd564-7e34-4113-a6e4-ae40faa64f7a,mainenlab,5233.000,5227.000,4968.000,130.634,22.452,4076.618
525,ac680ec5-6f89-4739-9848-9d76fc0e017f,churchlandlab,5133.000,9278.000,4719.000,-159.099,13.200,4256.005
526,d06f4b61-42c1-4a8d-a2a5-c1cf8f7d0e47,danlab,3827.000,10640.000,6070.000,99.132,8.550,5379.481
527,531423f6-d36d-472b-8234-c8f7b8293f79,churchlandlab,4604.000,7887.000,4660.000,157.547,16.946,4374.900
528,a6f9e4d5-5f20-4a98-9118-22187f4d230b,mainenlab,4924.000,6184.000,4543.000,164.093,15.460,4090.918
529,8fbfa285-d721-4a1a-8c18-f36652c17909,churchlandlab,3397.000,7700.000,4425.000,180.000,7.685,3834.375
530,f142d2c6-6d85-4e9d-9c56-07620486e068,wittenlab,1870.000,6864.000,6023.000,29.294,7.863,5070.568
531,4eeb32fd-6f12-4a9e-8101-8e1caa32dc8f,mainenlab,4741.000,7780.000,5063.000,146.368,12.618,4804.091
532,5e84c8e7-236f-4a64-a944-dc4a17c64f1d,churchlandlab,3849.000,6606.000,6892.000,41.563,12.418,6468.047
533,43d4f889-4b05-44df-8306-ea10f854776f,churchlandlab,5935.000,7642.000,4251.000,131.152,23.051,4212.300
534,04c9890f-2276-4c20-854f-305ff5c9b6cf,mrsicflogellab,5163.000,11764.000,7003.000,43.952,12.585,6073.584
535,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,3725.000,9312.000,3947.000,131.923,13.710,3470.890
536,bae9adba-8064-4f42-a7c5-57173c6f4c51,wittenlab,7345.000,11650.000,6957.000,-20.106,11.207,5232.107
537,49ad86ad-a4b4-401d-9553-7763ef4f6b74,wittenlab,7345.000,11650.000,6957.000,-20.106,11.207,5232.107
538,c4b5a9fa-10cb-4195-9c17-15b6a1f77f9a,angelakilab,3046.000,5298.000,6071.000,92.585,13.116,4513.631
539,9117969a-3f0d-478b-ad75-98263e3bfacf,danlab,4523.000,7550.000,4628.000,180.000,11.196,4335.384
540,f3e925a4-048d-46c9-ba15-c244f4e0a09a,zadorlab,2513.000,8930.000,6455.000,43.312,6.073,5863.391
541,b910cbe2-0c68-40b2-b9f1-268e7c28320a,danlab,4889.000,5489.000,6732.000,45.094,13.239,5632.106
542,0851db85-2889-4070-ac18-a40e8ebd96ba,wittenlab,4504.000,7628.000,3518.000,175.713,12.566,3245.743
543,9793c99d-f918-4931-8bba-fdb978bd8e0a,angelakilab,4378.000,9526.000,6593.000,22.451,14.851,5372.096
544,6e1379e8-3af0-4fc5-8ba8-37d3bb02226b,angelakilab,4141.000,7707.000,4447.000,157.053,10.249,4062.284
545,cee40c88-e460-4724-ae88-2977c5439b05,zadorlab,4291.000,5238.000,4802.000,160.846,20.662,3689.632
546,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,4763.000,5427.000,5522.000,147.037,12.031,4649.392
547,9bd71ac6-c455-41f3-8c56-59987a649ac4,zadorlab,5210.000,3031.000,5539.000,154.831,13.206,3917.977
548,c5fd185f-1c5a-4aad-9795-43c4ccf8ea94,churchlandlab,4220.000,11767.000,5636.000,154.004,22.256,4171.425
549,af1e9dee-8c26-4b2b-ac43-358221048797,mainenlab,4585.000,5997.000,6278.000,24.669,19.610,5868.595
550,df07180e-268e-489c-826e-40cb6f63d3a5,churchlandlab,4683.000,8557.000,4369.000,165.669,14.599,4126.934
551,df6012d0-d921-4d0a-af2a-2a91030d0f42,mrsicflogellab,4774.000,11411.000,7089.000,31.622,12.778,5987.347
552,b939cc85-6028-404a-995d-28c8405a07db,danlab,4840.000,9766.000,4404.000,164.219,11.582,3959.239
553,fc62e0cf-4f8e-4599-97fc-627b6adebfe9,zadorlab,3791.000,10178.000,5037.000,150.871,18.158,4170.065
554,2564dc27-4eda-4fc3-a151-c13475796ee1,churchlandlab,5770.000,5346.000,4772.000,141.848,19.173,4046.699
555,43436b4b-0431-407f-b83d-d657ec22b5c6,zadorlab,4944.000,9792.000,4102.000,150.300,20.107,3915.549
556,b88bef14-62a9-4294-ac3e-4e45b9bce3d9,zadorlab,2486.000,4754.000,6329.000,32.316,13.059,4931.341
557,94af9073-0914-4323-a90a-5eea1ef5f92c,churchlandlab_ucla,5288.000,6146.000,5987.000,172.850,7.945,5565.600
558,9f99bd34-40d4-4aac-ae2b-7bc7f7086ccb,churchlandlab,4978.000,3347.000,5041.000,135.181,24.577,3316.494
559,c1229ef6-4fb4-4a1d-91f8-51baeaf9180f,mainenlab,2554.000,7240.000,6514.000,44.450,4.440,5806.509
560,10fb6de3-bc11-44d7-a132-0b5db29802b8,churchlandlab,3565.000,8959.000,4250.000,166.941,18.863,3539.690
561,0ece5c6a-7d1e-4365-893d-ac1cc04f1d7b,churchlandlab,5494.000,11893.000,6950.000,24.773,12.889,6078.040
562,89606895-287e-4559-8536-9830b047af34,angelakilab,6019.000,12989.000,6183.000,19.911,17.840,4446.365
563,92564b0d-7b57-45e1-8ec5-41f95340995e,wittenlab,5881.000,7712.000,4434.000,146.329,16.406,4387.636
564,c9664185-d3fd-4e0e-89cf-77c402038938,zadorlab,2455.000,9927.000,4884.000,32.894,8.441,4002.156
565,869bac48-ad1b-46b8-be00-cf6b26aea40e,mrsicflogellab,7234.000,12384.000,5577.000,158.162,14.542,4650.857
566,eb82b081-4edc-4d6a-89ee-3453d1c4c8f0,wittenlab,5998.000,8239.000,4383.000,147.794,18.237,4430.937
567,082187a0-121f-47d5-962a-a9ad467e7124,cortexlab,4537.000,5113.000,7175.000,-47.294,3.742,6513.550
568,9461e090-fdae-426d-9a36-7348164b771a,churchlandlab,4548.000,9284.000,4858.000,-179.307,17.863,4394.621
569,b5d52500-0145-4481-8f9a-c69daa9ebdb8,angelakilab,4030.000,4382.000,7358.000,-57.638,5.591,6513.703
570,76f16631-cbf7-4883-9437-4e8d8c4f34a3,angelakilab,8056.000,11987.000,6980.000,15.421,9.237,4969.320
571,3b729602-20d5-4be8-a10e-24bde8fc3092,angelakilab,3560.000,6618.000,4688.000,141.894,5.608,4032.356
572,1a60a6e1-da99-4d4e-a734-39b1d4544fad,angelakilab,4295.000,7419.000,4315.000,-179.578,12.413,3932.006
573,6a098711-5423-4072-8909-7cff0e2d4531,mrsicflogellab,5982.000,11397.000,5640.000,27.487,17.992,4536.564
574,4bc345eb-72e9-4dbc-9ff9-ead5b7d08b18,zadorlab,2066.000,9486.000,5055.000,55.697,10.505,4225.777
575,7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,angelakilab,3830.000,8969.000,5224.000,117.576,12.318,4861.154
576,2d544e7f-c8af-46b5-aaa0-caf0ad4d63a1,mainenlab,8209.000,11705.000,5381.000,178.324,13.575,4301.521
577,67c4b72e-e0e5-4841-9e95-a6220d00615e,hoferlab,5435.000,5459.000,4620.000,139.911,18.028,3886.294
578,c07d13ed-e387-4457-8e33-1d16aed3fd92,churchlandlab_ucla,4289.000,7650.000,4945.000,-180.000,9.900,4588.244
579,d151b391-e6e4-4daf-bd9c-191f4ad837b4,hoferlab,5039.000,7323.000,3990.000,172.882,18.336,3808.220
580,e3ecccd2-29de-49f5-bd06-54fc7567c90a,mainenlab,2606.000,8074.000,6948.000,21.950,12.108,6773.396
581,0909252c-3ad0-413f-96f5-7eff885b50aa,angelakilab,3913.000,10421.000,6621.000,34.753,10.115,5455.915
582,c410fda5-a6db-4697-a7e3-6ed65601844d,angelakilab,4955.000,10355.000,5014.000,163.363,15.748,4248.473
583,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,2685.000,7330.000,7445.000,61.698,10.901,6843.144
584,9edc5d65-cb26-475c-8544-e6d1dacae41d,mainenlab,5840.000,2761.000,5667.000,151.331,16.129,3843.310
585,a4d9d9d5-6ea3-4234-aa28-e064e83626fa,danlab,3944.000,8576.000,4601.000,179.859,6.440,4177.673
586,7587e3bb-dd11-4853-b48b-feab0b56ae05,angelakilab,3904.000,11346.000,6407.000,25.520,14.082,5445.200
587,53b58cc3-8d88-4257-aa63-48da088f2091,churchlandlab,3426.000,6643.000,7236.000,45.129,10.444,6773.254
588,f1c3cf0a-f3ad-479b-8dd2-7d60ab6d03ff,wittenlab,7997.000,11986.000,6431.000,132.151,14.292,5114.333
589,f936a701-5f8a-4aa1-b7a9-9f8b5b69bc7c,churchlandlab,4115.000,7733.000,3946.000,174.186,9.028,3564.757
590,2400a2fa-0335-480b-ac8d-a478171f3a55,danlab,4545.000,9453.000,4751.000,178.634,15.933,4264.616
591,491540f7-7878-410f-894e-7ac4766b5105,zadorlab,4812.000,10222.000,4079.000,148.253,20.035,3729.879
592,b1df5dba-f281-4d3c-b3cc-48318ac96ee2,mainenlab,5329.000,5252.000,4866.000,165.115,17.882,4140.673
593,5a9f8899-556a-43ea-892d-5e35b969ff38,churchlandlab,2582.000,7484.000,7159.000,0.470,9.157,6871.546
594,a12c8ae8-d5ad-4d15-b805-436ad23e5ad1,wittenlab,4468.000,7716.000,4265.000,149.758,14.255,3962.299
595,e6508b9a-9dec-47d7-88c7-b0a72c7d1134,zadorlab,4812.000,11443.000,5421.000,159.869,13.374,4313.419
596,d8ccc6bb-f0d9-494a-b682-f12c73e228c6,wittenlab,3180.000,6190.000,5130.000,149.769,7.362,4113.952
597,920865d3-1581-4e81-bd63-ab2186024564,zadorlab,4084.000,4743.000,5072.000,168.652,19.559,3684.473
598,79f44ba1-c931-4346-82eb-f628a9374045,zadorlab,4593.000,6098.000,4279.000,170.359,15.982,3749.394
599,5fd00035-89d6-4e7c-bb26-f103388b731d,churchlandlab,6091.000,3846.000,5797.000,49.612,12.762,4431.280
600,be95fb3b-d607-409a-968e-98a3e9bcb577,mainenlab,4551.000,3533.000,6642.000,30.370,20.537,5116.980
601,94761f31-0dfc-4f67-87ef-6d1ac7f95144,wittenlab,4680.000,7767.000,3816.000,-179.368,11.735,3591.305
602,7441d0df-ef9b-419b-ae4d-b9bd7c2f17cb,angelakilab,8873.000,12551.000,4296.000,89.461,6.119,1882.068
603,c16b8e98-100f-40ce-b417-b1524c7e1270,danlab,3164.000,8982.000,5389.000,178.338,15.066,4286.255
604,f31bef35-3f56-4ca9-a34f-09d678f03039,wittenlab,5780.000,8225.000,3225.000,9.174,11.630,3113.914
605,ece878b9-830d-4618-b801-ad0e7d8e7085,zadorlab,2956.000,8881.000,4896.000,-173.994,9.729,3902.168
606,4b93a168-0f3b-4124-88fa-a57046ca70e1,mrsicflogellab,4225.000,8241.000,4549.000,161.461,16.360,4167.913
607,7d1a2cb6-f482-4059-b596-53087caac8ec,mainenlab,5566.000,8136.000,4240.000,168.769,16.822,4194.485
608,acf04c3f-650a-4de0-b0d0-edf695dd2025,churchlandlab,5615.000,3696.000,4762.000,156.000,24.537,3530.864
609,f4ff3ff8-19b7-40c7-bf6f-8b577b811ed1,churchlandlab,3262.000,5655.000,7233.000,3.450,7.914,6645.948
610,898f8971-31e9-4fdb-b66e-2ae6d3a33a5b,danlab,5586.000,5361.000,4415.000,156.156,21.221,3743.792
611,d8dae4d0-e11d-4b4d-8bd9-103c13491eb7,zadorlab,5439.000,7501.000,4395.000,144.251,15.874,4231.007
612,5458cb27-d065-4626-bcd8-1aa775e1115e,churchlandlab,5207.000,3951.000,4970.000,32.886,18.008,3727.482
613,bf591043-03c2-48bb-9197-e17e85aaeb8f,churchlandlab,4168.000,5800.000,4948.000,155.860,13.844,4091.669
614,7909c0aa-c074-4e19-aabf-b8167c682a5b,mrsicflogellab,3161.000,9897.000,6264.000,67.109,16.033,6179.177
615,04690e35-ab38-41db-982c-50cbdf8d0dd1,churchlandlab,3152.000,7415.000,7257.000,8.161,8.075,7001.142
616,b46e219c-6a87-4a93-9924-1070841381e9,churchlandlab,4030.000,6628.000,4440.000,171.252,15.840,3810.133
617,fd555d39-b728-44aa-90d2-796b8bb58300,churchlandlab,2779.000,6021.000,7565.000,31.690,18.423,7051.608
618,f86e9571-63ff-4116-9c40-aa44d57d2da9,churchlandlab,4453.000,8122.000,4664.000,151.896,14.663,4381.272
619,31f0400a-71f5-436c-ada4-dce50627dc73,mainenlab,2453.000,7457.000,6745.000,18.639,19.017,6790.930
620,bbf6a51e-2999-4982-803f-8769db095dd2,mainenlab,5750.000,10541.000,4796.000,175.730,18.614,3847.052
621,5b9ce60c-dcc9-4789-b2ff-29d873829fa5,hoferlab,2549.000,8488.000,5894.000,58.051,12.099,5465.173
622,4994543f-20e8-4421-adca-8739984e07ad,zadorlab,3549.000,8122.000,6530.000,71.486,14.501,6305.921
623,cb1c4327-5f5e-4286-85ed-840c85e82792,mrsicflogellab,6742.000,12750.000,7374.000,42.184,11.374,6043.126
624,0f682180-4e80-46e9-86ac-8292bdf40400,angelakilab,4290.000,7095.000,3685.000,112.984,15.506,3330.958
625,84bb830f-b9ff-4e6b-9296-f458fb41d160,mainenlab,4210.000,7624.000,4462.000,158.846,17.963,4033.795
626,19e0bf1e-018e-40cb-9acd-af8f0f66bd4a,danlab,6545.000,9025.000,4707.000,-0.000,10.529,4406.442
627,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,churchlandlab,3995.000,7619.000,3838.000,151.437,14.940,3402.613
628,d585f4b5-d154-4666-92c4-eb219f1e0f02,churchlandlab,6819.000,7900.000,4124.000,29.049,14.634,3874.275
629,f9180954-7292-47c0-b60f-fe1a3666be35,angelakilab,3356.000,5530.000,5680.000,169.360,12.498,4332.876
630,bb7a5967-56ae-4193-920d-142710b4f07d,wittenlab,2211.000,6681.000,6513.000,48.073,9.041,5607.910
631,f06d6cd9-a6b8-49a4-90d1-7905d04c2f8b,mainenlab,4617.000,7500.000,4142.000,150.069,18.157,3859.139
632,fe6507ed-7725-467a-9d46-1101c32df1ca,mainenlab,4478.000,6828.000,6726.000,12.650,17.845,6672.290
633,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,zadorlab,4326.000,7072.000,3984.000,169.046,17.008,3564.791
634,b76f24ea-95b1-4a0e-95eb-9c39b1283c40,danlab,4015.000,9037.000,4908.000,170.496,15.041,4357.642
635,9b61a1e8-1a63-48c2-8dc9-b544a3c1bdee,danlab,5385.000,4644.000,5315.000,152.308,24.366,4270.777
636,0143d3fe-79c2-4922-8332-62c3e4e0ba85,mrsicflogellab,3513.000,8916.000,4895.000,5.245,10.793,4703.131
637,44fc463b-405f-4048-9242-ac018b9f50f7,danlab,4252.000,7372.000,4483.000,153.062,16.522,4050.258
638,eb04cc7c-7c10-4e7f-8593-9c3b9b6986f5,hoferlab,4427.000,5915.000,6410.000,9.689,17.952,6081.413
639,45c49ba2-a113-4446-9c6d-9b049c1f9f74,churchlandlab,3132.000,6899.000,6950.000,43.010,11.010,6545.382
640,6aa08c75-8ee5-457d-9794-b89ee1c4453f,danlab,4505.000,8231.000,4411.000,177.768,11.288,4115.317
641,7be00744-2e27-4062-8f56-3969e24e9990,mainenlab,3952.000,7149.000,4063.000,166.040,17.182,3493.533
642,9373cd09-a591-42be-9343-ed6f06b7056d,danlab,3450.000,10891.000,6277.000,170.568,14.307,4103.998
643,a226c68d-55d8-4b53-9596-7c88a3ffa259,mrsicflogellab,3070.000,7809.000,4724.000,11.004,6.965,4355.752
644,57c5856a-c7bd-4d0f-87c6-37005b1484aa,wittenlab,6331.000,11586.000,6778.000,20.275,11.283,5687.757
645,769b42dc-acf3-4079-b09e-ec979568d297,wittenlab,3995.000,9149.000,4369.000,-179.863,6.192,3891.414
646,72f89097-4836-4b67-a47a-edb3285a6e83,wittenlab,4631.000,6881.000,4807.000,179.625,12.764,4441.260
647,0393f34c-a2bd-4c01-99c9-f6b4ec6e786d,churchlandlab,4609.000,8305.000,4522.000,153.599,15.494,4277.247
648,4762e8ed-4d94-4fd7-9522-e927f5ffca74,churchlandlab,2424.000,8919.000,6442.000,39.788,11.495,6088.945
649,d258bca2-bf18-4491-8d57-5322f705caec,danlab,4783.000,4363.000,5293.000,149.460,22.543,3917.786
650,50ebb677-e4a3-4421-b74f-1997a9cd1ad1,mrsicflogellab,4878.000,8063.000,5838.000,5.191,17.775,5946.756
651,79628a45-c2e3-4206-97df-4c91edaff90f,churchlandlab,4343.000,4889.000,5289.000,177.434,11.854,4229.182
652,2d2cdf86-4a0c-42d8-aed3-5b187f160013,churchlandlab,3191.000,4676.000,6069.000,0.117,7.312,4984.591
653,04c140d4-9782-4f85-8636-75c98ff6f326,churchlandlab,5543.000,7310.000,4094.000,141.289,20.808,3978.227
654,8169d556-f994-4735-b4c8-f7c85ddc39b0,churchlandlab,6648.000,8068.000,4330.000,8.485,16.072,4116.232
655,ae2b9f1b-ebe3-4b56-8957-31982186e6ec,churchlandlab,5224.000,5166.000,4768.000,136.888,18.437,3892.823
