,pid,lab,ml,ap,dv,phi,theta,depth
217,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,4399.000,5465.000,4668.000,145.780,10.572,3782.320
218,f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,churchlandlab_ucla,4448.000,8379.000,5190.000,162.732,16.247,4858.866
219,d403c464-9d91-4338-b64b-81c299356972,mrsicflogellab,2533.000,9381.000,5394.000,22.580,14.789,5164.878
220,727ff7c4-d63f-4bd8-9888-f134a25b874f,wittenlab,5201.000,8098.000,4810.000,7.021,14.612,4789.673
221,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,mrsicflogellab,4710.000,10454.000,5903.000,166.948,23.279,5092.220
222,d7c47ded-7e79-44df-b738-ed0c97c76837,mainenlab,6834.000,10944.000,6541.000,-46.713,9.980,5397.601
223,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,zadorlab,1527.000,8938.000,5690.000,21.060,5.869,4437.917
224,41b9162e-df67-4321-b2e6-02ff851816c5,mainenlab,4643.000,6780.000,6235.000,3.165,17.910,6210.973
225,68f06c5f-8566-4a4f-a4b1-ab8398724913,mrsicflogellab,7195.000,12616.000,6289.000,165.430,7.907,4860.110
226,695476f6-4c14-4a2f-b658-948514629079,danlab,3871.000,6651.000,4713.000,148.907,22.067,3871.848
227,42fff37a-9040-417c-a3a2-82e7708f7161,mainenlab,4380.000,10448.000,5081.000,156.102,17.342,4328.120
228,8b735d77-b77b-4243-8821-37802bf402fe,cortexlab,1475.000,9624.000,5086.000,44.909,7.559,3490.946
229,80963057-b61b-4e77-86aa-cd74bab455eb,mainenlab,6159.000,11562.000,7002.000,8.615,15.396,5966.268
230,8abf098f-d4f6-4957-9c0a-f53685db74cc,cortexlab,4616.000,8167.000,4409.000,148.188,18.345,4171.384
231,10f59add-706e-41d0-87ed-9a55eb138a66,mrsicflogellab,7949.000,12357.000,6611.000,39.555,13.007,4758.521
232,47da98a8-f282-4830-92c2-af0e1d4f00e2,zadorlab,6704.000,12906.000,7084.000,33.589,15.778,5568.459
233,6f9b1f0f-4dd5-4c01-88fe-887c68bf169b,cortexlab,3415.000,7972.000,5897.000,155.408,4.850,5340.976
234,ee537153-e8a7-49de-a567-5b22261349e2,mrsicflogellab,7430.000,12415.000,4515.000,123.535,22.660,3781.876
235,41a3b948-13f4-4be7-90b9-150705d39005,angelakilab,3750.000,6885.000,5368.000,-138.329,12.337,4854.711
236,a6fe3779-2b77-4b66-a625-a6078720e412,danlab,3755.000,8011.000,5409.000,155.647,4.491,4974.147
237,f26a6ab1-7e37-4f8d-bb50-295c056e1062,danlab,3811.000,7601.000,4622.000,143.967,5.264,4189.744
238,84fd7fa3-6c2d-4233-b265-46a427d3d68d,wittenlab,3935.000,7322.000,4049.000,120.440,12.926,3615.169
239,f8d0ecdc-b7bd-44cc-b887-3d544e24e561,angelakilab,3891.000,8390.000,4207.000,129.237,10.451,3845.310
240,9915765e-ff15-4371-b1aa-c2ef1db8a254,mrsicflogellab,2575.000,8089.000,6971.000,85.385,11.435,6270.338
241,da8dfec1-d265-44e8-84ce-6ae9c109b8bd,hoferlab,4642.000,5085.000,6768.000,8.765,16.120,6134.289
242,5d5db50a-f83d-4599-92d4-7a37fe26b674,hoferlab,3829.000,7894.000,6288.000,29.283,12.185,6202.614
243,316a733a-5358-4d1d-9f7f-179ba3c90adf,hoferlab,3520.000,7541.000,4859.000,166.035,13.922,4156.101
244,55423355-281c-41f2-8ef7-5aa098ffbbed,hoferlab,1700.000,7309.000,5009.000,36.022,7.700,3919.813
245,8f1d5aad-8c1f-4e81-869a-5a1ab1bf53b2,cortexlab,4101.000,8072.000,4256.000,137.472,19.314,3900.905
246,48c02db0-107e-4413-ae6a-60793ec7cc14,hoferlab,4425.000,3044.000,5664.000,150.707,17.139,3598.866
247,4ca5f874-f14e-4f62-adb3-c638a94a89f2,angelakilab,3036.000,5889.000,7380.000,59.423,9.030,6409.239
248,465edf04-1804-4529-9fd9-aed61dd88253,cortexlab,4852.000,7796.000,6146.000,18.415,12.082,6004.046
249,b1455ca8-3999-4eb8-9e1e-5c8d0d2e5719,hoferlab,1155.000,8822.000,5456.000,61.789,14.558,4164.283
250,786cc6e3-2aa4-4afb-be8f-5d60f80b30b1,cortexlab,5274.000,2592.000,5598.000,135.642,6.539,3672.059
251,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,3622.000,7574.000,4414.000,129.096,15.416,3826.894
252,3530526e-e690-4222-878f-0f9f401fa759,hoferlab,2374.000,8041.000,7008.000,87.727,6.255,6119.398
253,443b86e1-e80e-4773-b103-a1c94892d4a1,zadorlab,4637.000,9648.000,4361.000,169.310,11.402,3913.046
254,8386f396-0a69-48b5-98d4-18801066ea76,hoferlab,4093.000,5182.000,7242.000,14.660,18.459,6632.861
255,0addf195-9341-4a03-b8cc-b43beb7873b0,angelakilab,4757.000,9673.000,7177.000,15.283,11.443,6174.673
256,f7c93877-ec05-4091-a003-e69fae0f2fa8,zadorlab,3409.000,6742.000,4393.000,175.260,13.175,3561.951
257,e10a7a75-4740-41d1-82bb-7696ed14c442,churchlandlab,6612.000,9294.000,4535.000,-10.814,17.276,4094.387
258,0d59e3a1-86c1-44bd-b291-d1f8bc8327ba,cortexlab,3718.000,9063.000,4808.000,166.733,9.771,4193.474
259,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,zadorlab,4561.000,10513.000,6947.000,44.913,4.829,5692.431
260,a288f376-631f-4559-873d-1724012bda87,hoferlab,3137.000,4599.000,6361.000,29.341,15.978,5368.822
261,bef552f5-efd8-4e98-8467-d54ac7c4ef41,hoferlab,3382.000,4349.000,6490.000,68.984,8.658,4971.493
262,bdb2ec51-d948-4428-b2cc-2c6cd5bf5fe3,danlab,5793.000,11239.000,5619.000,152.117,14.299,4663.010
263,396a41bc-78fc-4fc5-b559-b83a5cdb86fd,hoferlab,5909.000,3758.000,5868.000,129.077,18.005,4408.701
264,8185f1e9-cfe0-4fd6-8d7e-446a8051c588,angelakilab,4262.000,8146.000,4216.000,130.866,12.059,3928.106
265,69f546ce-a67c-4849-a7d4-6a90371baf8e,cortexlab,4370.000,4560.000,7195.000,150.621,11.536,5709.870
266,53ecbf4f-e0d8-4fe6-a852-8b934a37a1c2,cortexlab,6688.000,8569.000,4938.000,-29.238,5.786,4686.575
267,0fa33419-e7b9-4d00-8cab-3b51f93ecf0c,zadorlab,5880.000,7619.000,3173.000,128.246,28.430,3181.521
268,ed469fda-4519-456f-a671-cf901222b4f8,zadorlab,4178.000,8372.000,4752.000,70.559,20.613,4756.311
269,8d0a5caf-2be2-48c1-bf1a-f538bacd46b4,churchlandlab,7520.000,11808.000,4037.000,166.767,19.873,3309.389
270,e55266c7-eb05-47bb-b263-1cc08dc3c00c,churchlandlab,6969.000,8104.000,4129.000,56.521,15.672,3899.165
271,154b7adb-c947-4b65-a0ff-c0bb707e1564,churchlandlab,2255.000,11496.000,5177.000,44.206,13.887,3581.765
272,96fe2729-b5a2-4e77-92bb-9df410144768,zadorlab,4081.000,6990.000,5282.000,75.506,22.589,4881.665
273,b4131145-9675-4433-88e1-9ae016c701dd,zadorlab,5477.000,6720.000,3901.000,136.931,27.974,3653.076
274,cc9d666c-6fe5-418d-9b37-114428d25454,cortexlab,4278.000,8650.000,4308.000,135.125,10.652,4026.988
275,c84144db-4498-4627-b72a-975a6b618715,zadorlab,4434.000,8731.000,5106.000,167.015,18.089,4739.931
276,11e7d50f-7f48-4d9c-9cfb-8a3067800a1b,zadorlab,3745.000,9428.000,5544.000,153.664,17.680,4847.963
277,ea084e63-c0cb-4e11-8440-302de8fc76ee,mrsicflogellab,6059.000,3726.000,5376.000,41.963,17.500,3985.200
278,7b05cccc-44f6-4491-a0ea-e38d6e95513d,angelakilab,4040.000,3464.000,6590.000,-140.416,13.092,5097.500
279,a69887c2-f35d-497c-a2db-d9c44406369a,zadorlab,6353.000,10237.000,4097.000,42.514,15.434,3680.008
280,0c42a3d2-beb7-4b7b-a9b5-1eea6c51e1f4,cortexlab,5801.000,5892.000,4483.000,150.133,15.254,3947.221
281,e8129a86-b5a9-4d2e-9e9c-09689c9bf0b3,cortexlab,3207.000,7587.000,6931.000,4.009,10.703,6824.924
282,b549e337-acc5-4837-9c56-e53b173fe5fe,wittenlab,4156.000,3866.000,5871.000,68.491,16.965,4386.447
283,adca9242-0725-41d4-8eb1-5655a464431d,cortexlab,5535.000,5074.000,5253.000,124.514,15.017,4325.664
284,df7d2ca7-068b-4df2-9782-8f6bb7d67f18,hoferlab,3098.000,7993.000,4494.000,160.588,17.107,3577.583
285,ae47844e-636f-4f8e-aff8-c6fe8213675b,cortexlab,4910.000,8172.000,6043.000,34.087,13.549,5933.630
286,954b1983-e603-4611-ba15-dc2db6f988ab,danlab,4960.000,7113.000,3898.000,146.684,22.375,3647.158
287,ecde7e20-f135-47dd-8f96-adac49e4942e,danlab,4227.000,5461.000,4605.000,149.219,22.387,3519.818
288,532bb33e-f22f-454a-ba1f-561d1578b250,zadorlab,5084.000,8304.000,4454.000,141.741,18.478,4353.787
289,10ef1dcd-093c-4839-8f38-90a25edefb49,cortexlab,5513.000,9832.000,4790.000,154.034,12.893,4426.386
290,2781c08e-a356-4a0d-8c28-4f94d1c87f69,zadorlab,4852.000,11479.000,5679.000,157.018,13.139,4548.174
291,fb76fd5c-0b91-41f2-9b94-0f64b62396cb,angelakilab,4209.000,8359.000,5961.000,81.849,11.349,5799.022
292,eda007e4-c91b-47d7-9896-95f083df6ffc,cortexlab,4883.000,10939.000,5277.000,159.340,9.531,4083.760
293,b98f6b89-3de4-4295-be1c-59e465de1e32,cortexlab,1838.000,6154.000,5941.000,46.829,4.875,4507.425
294,57656bee-e32e-4848-b924-0f6f18cfdfb1,zadorlab,4640.000,8380.000,3978.000,144.275,19.135,3813.259
295,50445b30-f4ef-4405-b014-1d792ddfed88,cortexlab,5204.000,10069.000,5200.000,169.401,16.421,4691.806
296,41ea689a-7e05-463b-915a-90e63b8c0572,cortexlab,2668.000,3939.000,5677.000,7.543,7.107,3932.354
297,febb430e-2d50-4f83-87a0-b5ffbb9a4943,danlab,4336.000,8067.000,5344.000,170.106,12.560,4987.963
298,e49f221d-399d-4297-bb7d-2d23cc0e4acc,cortexlab,3940.000,7677.000,4121.000,128.218,10.419,3706.838
299,23c9ddcb-31b7-4517-a8f4-ef40adba2ca8,zadorlab,5048.000,11611.000,3772.000,162.884,11.474,2752.012
300,25a9182c-4795-4768-af47-98975d2d2a8a,danlab,4342.000,10600.000,6164.000,15.553,19.561,5294.728
301,95fd67e6-cbff-4356-80c7-5a03b1bf6b8a,danlab,3900.000,7599.000,4794.000,-179.921,9.635,4330.450
302,dd619e10-5df1-4c79-bd62-cc00937b5d36,zadorlab,2576.000,8998.000,5882.000,37.298,12.329,5586.308
303,46686ed1-4a69-413c-96d0-63e09bd565db,cortexlab,1230.000,7257.000,5276.000,3.099,8.571,3995.845
304,6a22a5b4-79ec-4b3c-b023-1ec7b4a2b675,cortexlab,5943.000,4670.000,5250.000,133.414,15.820,4209.185
305,5e523a84-1045-4f79-9998-d860096eb329,cortexlab,4319.000,5562.000,5308.000,142.593,18.332,4248.214
306,f9d783f9-7d2e-4b53-83f7-9409f788cbca,zadorlab,2989.000,7644.000,5042.000,147.118,21.375,3884.432
307,eda7a3ac-f038-4603-9c68-816234e9c4eb,zadorlab,4859.000,9256.000,3871.000,153.999,15.503,3679.911
308,76999963-9a37-49f7-9cc1-c5aa1e6faba0,cortexlab,5330.000,6934.000,6908.000,41.933,10.998,6552.902
309,bc2e8a39-af40-4ad2-8e4c-3ba7020b2f7b,angelakilab,4843.000,10111.000,5406.000,-178.113,10.042,3915.700
310,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,zadorlab,4424.000,8733.000,4056.000,152.763,16.489,3786.681
311,eb81be5b-2614-4f3f-b087-a2ec4bba3187,cortexlab,2347.000,4469.000,6028.000,21.648,7.873,4343.680
312,d6c810b2-5922-4127-af2b-4b104bc55c2b,zadorlab,4098.000,9676.000,4924.000,145.833,15.664,4438.954
313,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,zadorlab,5380.000,9410.000,6667.000,25.644,12.387,6569.913
314,f74a6b9a-b8a5-4c80-9c30-7dd4cdbb48c0,churchlandlab,5340.000,4892.000,6466.000,33.512,19.188,5602.080
315,c4f6665f-8be5-476b-a6e8-d81eeae9279d,danlab,4555.000,7932.000,4139.000,175.881,18.531,3864.112
316,fe2d6fc9-b0c4-4256-b427-9c06950da925,cortexlab,5851.000,8874.000,5397.000,167.392,11.213,5272.660
317,9150758e-1390-41d1-b426-96675e60dbea,cortexlab,7044.000,8379.000,4270.000,-35.960,10.437,3960.056
318,7bc16ab1-1b0d-4f52-9e4b-210106ea344c,churchlandlab,6029.000,12401.000,7096.000,34.959,13.338,6059.501
319,e53c4dea-7ac7-43d5-ae74-34957fcfe01d,angelakilab,5237.000,8055.000,4542.000,162.503,12.450,4420.736
320,1d547041-230a-4af3-ba6a-7287de2bdec3,cortexlab,5634.000,10833.000,4536.000,161.971,8.495,3449.149
321,117f0d28-3cc0-4837-9e3e-46db5bc3e662,angelakilab,3624.000,6022.000,5918.000,149.136,14.148,4762.579
322,62a97aee-9f8b-40be-9ea7-f785ede30df8,churchlandlab,5594.000,3759.000,5775.000,131.370,25.457,4291.177
323,e52942b9-62b8-4cbf-9597-d73aea5cdb3e,churchlandlab,5606.000,12540.000,6560.000,29.903,14.918,5572.867
324,63679ae2-6c87-495b-b888-a7273e545636,danlab,4405.000,11099.000,5636.000,-179.944,13.593,4383.860
325,afe87fbb-3a17-461f-b333-e22903f1d70d,churchlandlab_ucla,6835.000,7964.000,4670.000,29.257,17.303,4393.861
326,ca5764ea-a57e-49de-8156-84da18ad439f,zadorlab,4212.000,7781.000,3719.000,160.761,11.277,3384.218
327,50f1512d-dd41-4a0c-b3ab-b0564f0424d7,churchlandlab,4440.000,8412.000,4844.000,171.269,15.884,4490.904
328,0a9800bb-b4a3-4162-b6a8-79a07c6131cc,cortexlab,2099.000,6157.000,6973.000,4.162,7.335,6097.501
329,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,3559.000,7396.000,3644.000,140.274,11.760,3084.057
330,b749446c-18e3-4987-820a-50649ab0f826,cortexlab,4108.000,7678.000,4444.000,147.004,9.868,4054.062
331,aae65ecf-6904-4102-8efc-51dc0f0698a4,cortexlab,3131.000,7579.000,5298.000,99.269,6.753,4680.700
332,da57bb3a-b0f2-465d-a5fc-cc84341450b0,wittenlab,4328.000,10377.000,5461.000,167.089,18.870,4528.933
333,5810514e-2a86-4a34-b7bd-1e4b0b601295,churchlandlab,4766.000,6740.000,5149.000,171.795,14.004,4765.243
334,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,3387.000,7924.000,3847.000,134.409,10.970,3281.906
335,6c897616-f03c-442c-acd8-109fd97ba463,churchlandlab,1890.000,7474.000,6426.000,-53.424,5.889,5479.688
336,ec7ebf8c-63a2-4f2b-8305-7291364f5c44,churchlandlab,3346.000,8007.000,4963.000,-170.109,20.642,4020.647
337,3cf66b31-9f69-4050-93d8-c0de1b7ce944,mrsicflogellab,3304.000,8038.000,5011.000,-24.033,7.187,4723.154
338,30ac1320-d671-46fc-87ef-875cdfc6b4eb,zadorlab,4315.000,8449.000,5214.000,67.429,19.875,5251.671
339,fb2f994b-5be8-4c1c-81dd-aad4b19ddcf7,mrsicflogellab,4447.000,8337.000,3941.000,-169.456,8.152,3652.554
340,e6402305-5028-42aa-975b-c540c882b131,mrsicflogellab,3361.000,7897.000,4642.000,46.291,3.044,4222.959
341,9338f8bb-e097-46d8-81b4-7f37beb4d308,wittenlab,3062.000,7534.000,5826.000,56.894,8.127,5354.350
342,826733f9-5634-422e-ad96-c28cb61b4df3,cortexlab,4293.000,8343.000,4295.000,147.540,15.384,3988.296
343,2aea57ac-d3d0-4a09-b6fa-0aa9d58d1e11,danlab,4464.000,7075.000,4583.000,-180.000,6.967,4239.139
344,32e21ee6-9b3a-4eb8-8527-2fea690a00ce,churchlandlab,1780.000,9432.000,5386.000,21.146,10.814,4541.889
345,0179fc61-0a82-4e2b-b6e6-8b44efd23744,hoferlab,4298.000,6527.000,3692.000,168.466,11.094,3227.713
346,ebd18510-c263-4d5b-a736-a588862a6972,mainenlab,5230.000,4158.000,5177.000,145.290,15.711,4001.418
347,4e6dfe08-cab0-4a05-903b-94283cb9f8e7,angelakilab,5765.000,10667.000,4878.000,-167.609,7.715,3736.656
348,18556afe-2b66-4b2a-88a3-50a76370b4ba,danlab,3512.000,7600.000,4534.000,170.481,9.206,3934.883
349,f0dfd1c1-d315-4cf8-9130-05d3be2ea0cb,cortexlab,4462.000,10768.000,6761.000,31.735,3.715,5672.563
350,5a4740a3-8e93-495d-b6cf-83dccba01d7a,mainenlab,6602.000,11069.000,4618.000,-39.708,8.670,3432.022
351,e319e7c7-d78b-4d0a-9150-fecb603e2c83,angelakilab,3687.000,7664.000,4829.000,127.726,15.307,4255.366
352,7beb9419-113d-4e47-938c-68ab2657031e,mainenlab,6048.000,7617.000,4585.000,151.179,17.834,4553.871
353,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,2804.000,8128.000,6870.000,92.536,9.910,6187.260
354,30dfb8c6-9202-43fd-a92d-19fe68602b6f,wittenlab,8309.000,11486.000,5513.000,-166.063,9.107,4292.274
355,1d237afc-ac2f-4bac-a163-a397fe09819f,mainenlab,3621.000,7080.000,6444.000,15.384,6.323,6156.763
356,3675290c-8134-4598-b924-83edb7940269,cortexlab,4690.000,9262.000,5252.000,-13.558,3.242,4734.242
357,cf4f855f-0d61-4cbb-aa3f-145e90caae74,cortexlab,4475.000,9264.000,5824.000,-58.376,0.961,5374.789
358,fa539f97-a078-4fc6-9a12-237799466d9c,cortexlab,4022.000,8484.000,5811.000,-178.858,12.130,5278.794
359,262337f9-2cff-4dc0-8b1b-65b34bb41d5e,hoferlab,6043.000,4148.000,5793.000,127.330,16.511,4425.293
360,d9eef6fb-1fcc-4850-938d-af183d8f9f19,hoferlab,5371.000,5228.000,4723.000,145.090,16.461,3908.235
361,19baa84c-22a5-4589-9cbd-c23f111c054c,hoferlab,4236.000,7903.000,4127.000,157.312,13.237,3777.510
362,0dfc64c5-80bc-43b6-a7c4-2fb6e638e9f3,zadorlab,2938.000,5311.000,6655.000,66.157,6.242,5386.718
363,27bac116-ea57-4512-ad35-714a62d259cd,churchlandlab_ucla,4593.000,9039.000,4510.000,135.071,27.634,4469.443
364,8dfb86c8-d45c-46c4-90ec-33078014d434,angelakilab,4401.000,7187.000,6718.000,77.759,11.778,6326.253
365,ad2b7307-95e7-4c86-9d00-cca859732525,angelakilab,4992.000,7552.000,4047.000,129.494,12.831,3817.385
366,09cd7ab9-f8cd-4bd4-bcd6-64f57eedea46,angelakilab,3884.000,9414.000,6276.000,87.458,6.256,5961.539
367,f9b2e36b-eef8-402f-b121-786dfed58bcb,zadorlab,5204.000,9645.000,3732.000,148.691,18.716,3571.260
368,9e44ddb5-7c7c-48f1-954a-6cec2ad26088,cortexlab,4159.000,7753.000,4257.000,167.178,12.003,3866.451
369,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,zadorlab,2945.000,9493.000,4104.000,56.805,11.665,3654.724
370,578ca001-8cf5-4d30-b58f-1d574eaf808a,mrsicflogellab,4197.000,9784.000,4136.000,167.810,10.414,3519.301
371,31d8dfb1-71fd-4c53-9229-7cd48bee07e4,hoferlab,4100.000,3421.000,5763.000,164.980,12.700,3883.324
372,437f43e1-9c8f-4be9-ac89-97885b0e03d0,cortexlab,4849.000,10933.000,5042.000,159.527,10.024,3825.823
373,5011eba9-8926-4a73-b729-579d02676d25,zadorlab,4419.000,3983.000,5380.000,159.850,17.029,3796.050
374,e22d047c-5beb-4e5b-9a3d-53b637743856,zadorlab,3348.000,4322.000,6971.000,18.285,11.572,5915.772
375,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,3286.000,7279.000,6522.000,71.387,12.357,6062.373
376,0f306cdc-878a-4ea0-9e91-b97736731637,hoferlab,5595.000,7526.000,3809.000,-172.907,21.558,3827.164
377,1784cd4b-2bd0-417f-a530-d57b0ddf5f42,mainenlab,6286.000,11687.000,6633.000,19.432,13.595,5589.909
378,d595ee58-75bb-4df3-96de-d9b4f4d1f6ab,cortexlab,5507.000,9350.000,5341.000,167.959,6.285,4895.179
379,b89ca6e3-3d2c-4b3d-8d6b-8ef7dfb2b209,mrsicflogellab,6138.000,13048.000,3786.000,36.332,12.027,2004.813
380,8b7c808f-763b-44c8-b273-63c6afbc6aae,mrsicflogellab,4446.000,7926.000,3795.000,148.084,18.800,3507.156
381,e7080659-8319-48a6-b6fd-2e8ce8eeec49,angelakilab,5869.000,8271.000,4235.000,-176.456,12.103,4151.912
382,298e2a70-9801-45f0-b91c-d6bb9718427e,angelakilab,8209.000,11705.000,5381.000,178.324,13.575,4301.521
383,9dff5593-e781-41a3-a6f9-20d06085e4f8,angelakilab,8209.000,11705.000,5381.000,178.324,13.575,4301.521
384,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,mainenlab,1697.000,8810.000,5702.000,21.134,6.324,4655.575
385,4f46198d-c54d-4627-9e4e-3c8fd4c3c070,danlab,4423.000,4611.000,6994.000,29.151,13.177,5668.472
386,b9b101cf-24d3-4c2a-8464-bc91b9f0c767,danlab,3478.000,10018.000,5835.000,162.304,15.024,4669.277
387,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,2496.000,9466.000,6117.000,64.757,11.867,5637.053
388,19137f8d-0f3b-4923-93ad-f741758e1b2e,wittenlab,4892.000,8120.000,4072.000,177.090,13.229,3900.804
389,46630957-63fd-4d0d-a2ba-8766f0796db8,wittenlab,2013.000,6913.000,7491.000,14.348,6.509,6708.762
390,134e8241-f5d7-4ad7-a8c0-11b34f2eedc3,wittenlab,4836.000,5830.000,4582.000,-170.141,20.247,4137.224
391,dab512bd-a02d-4c1f-8dbc-9155a163efc0,danlab,4405.000,7675.000,4701.000,180.000,9.222,4382.768
392,800e8e76-dc93-4e52-ae8d-e35ad26daefe,wittenlab,4939.000,5876.000,5419.000,-171.366,19.456,4978.396
393,ccb501d1-a4fa-41c6-819e-54aaf74d439d,danlab,5254.000,7188.000,4389.000,157.036,13.458,4179.218
394,c0c3c95d-43c3-4e30-9ce7-0519d0473911,mrsicflogellab,1870.000,9330.000,5424.000,71.391,14.128,4561.573
395,64d04585-67e7-4320-baad-8d4589fd18f7,zadorlab,2518.000,8347.000,5471.000,64.839,12.496,4963.556
396,b825c7ec-12b3-44f8-92f4-0f5711380242,cortexlab,5171.000,4515.000,6821.000,21.340,7.592,5519.748
397,38981973-20de-44e5-8717-efcf88642502,zadorlab,6866.000,12270.000,7364.000,46.216,19.528,6089.534
398,5a2f99aa-d3f5-469d-882e-0a16ee869746,mainenlab,3572.000,4427.000,7113.000,35.123,13.373,6052.217
399,38124fca-a0ac-4b58-8e8b-84a2357850e6,mainenlab,5661.000,6763.000,4866.000,166.971,17.467,4681.542
400,724d890b-164d-4e0d-b550-06ea47077576,mainenlab,2472.000,7522.000,7594.000,6.785,10.325,7337.863
401,97415ee8-0b90-456c-83c2-05e7a398c06c,mrsicflogellab,4933.000,9440.000,4124.000,-177.871,8.964,3693.851
402,1ff5ce1f-5500-444b-ad5f-70f90dd22ac3,danlab,2964.000,7326.000,5589.000,177.978,9.209,4623.630
403,dc7e9403-19f7-409f-9240-05ee57cb7aea,mainenlab,2539.000,6313.000,7169.000,7.992,11.482,6779.642
404,1a6a17cc-ba8c-4d79-bf20-cc897c9500dc,angelakilab,2214.000,5199.000,5967.000,65.003,11.578,4253.527
405,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,mainenlab,6715.000,11130.000,5674.000,-26.241,20.766,4276.723
406,1a276285-8b0e-4cc9-9f0a-a3a002978724,cortexlab,2682.000,4734.000,5875.000,-39.094,2.374,4453.951
407,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,wittenlab,7688.000,12425.000,6821.000,26.007,6.531,5003.712
408,f211d54e-e7eb-4188-bdcd-faa9c4317e9e,zadorlab,2840.000,5502.000,6732.000,74.923,7.315,5426.012
409,e0f608e6-b01d-4d66-a8f9-033a55bac619,angelakilab,4675.000,5836.000,6743.000,6.120,7.620,6071.288
410,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,churchlandlab,4348.000,8679.000,4230.000,129.482,24.624,4075.534
411,64aadf54-d662-4934-8c08-cad14ee5b69f,mainenlab,7165.000,11937.000,5154.000,166.187,15.753,4420.204
412,4d3be0ae-3225-472b-9dc7-774817c6a7b9,danlab,3877.000,8190.000,4705.000,163.703,9.279,4260.270
413,cde1bff5-9519-4bc0-9a21-6b9c40de1085,hoferlab,5630.000,7729.000,4418.000,171.352,15.348,4347.954
414,7d999a68-0215-4e45-8e6c-879c6ca2b771,mainenlab,4117.000,7094.000,4094.000,-156.105,11.806,3697.201
415,fb0de39b-c750-4adc-af18-12bf8a22ed41,danlab,2678.000,9701.000,5323.000,19.152,9.283,4735.070
416,9f526c8a-8d00-435f-b167-241921b318f9,hoferlab,3325.000,7176.000,6912.000,52.132,10.161,6539.561
417,5df09eb0-47cb-4554-bc7a-2e91995b7b07,churchlandlab,3380.000,5109.000,6780.000,42.654,13.490,5815.182
418,180d278e-1a49-42da-a624-24aa14b57a4e,zadorlab,5515.000,7939.000,3849.000,174.894,11.060,3743.211
419,82765a73-2a03-42ca-ba98-194247caa62e,cortexlab,3581.000,8038.000,5345.000,134.107,4.866,4887.164
420,f7c49002-6565-4314-83f7-19b9a16d8e61,wittenlab,4865.000,3764.000,5966.000,113.675,12.540,4472.886
421,f9656eee-141c-453d-a016-4aba68f674dc,churchlandlab,2070.000,6914.000,6778.000,-51.595,5.735,5932.957
422,0eb65305-bb95-4bf1-a154-1b810c0cff25,churchlandlab,3682.000,7440.000,4682.000,-170.108,19.085,4028.640
423,bf96f6d6-4726-4cfa-804a-bca8f9262721,angelakilab,4349.000,8130.000,5248.000,164.139,10.965,4912.821
424,bc2f8bde-9498-41d7-b9db-83bd05cd34ba,wittenlab,7554.000,11370.000,6501.000,-16.315,10.755,4861.442
425,0c9ee229-2a3d-45ae-b277-87e9da0cf41f,wittenlab,4433.000,3768.000,5968.000,108.078,13.154,4357.273
426,5f7766ce-8e2e-410c-9195-6bf089fea4fd,angelakilab,2673.000,10843.000,5412.000,58.880,6.038,3254.687
427,9e979599-11e1-4372-96fc-e80520f3e668,zadorlab,6828.000,12280.000,7173.000,51.155,18.233,5972.809
428,f4bd76a6-66c9-41f3-9311-6962315f8fc8,mainenlab,4345.000,7711.000,4645.000,144.936,14.306,4303.609
429,7dcd74a9-fc7a-4c3c-85b9-769d869629ec,angelakilab,3745.000,6268.000,4654.000,138.209,9.843,3885.893
430,99086aba-f671-42b5-bdc0-e665c61f5452,zadorlab,5280.000,8713.000,4055.000,137.035,19.275,4057.428
431,5b489aee-75e8-42af-aca6-3026d9a54c2d,wittenlab,4048.000,10439.000,5859.000,164.692,14.474,4760.434
432,aeb06797-fddf-4ad2-b0ef-dd1b0f54d034,angelakilab,4211.000,9694.000,6336.000,19.879,19.687,6278.491
433,81b1800e-f138-4337-abc9-bb0449b77852,zadorlab,5923.000,8370.000,4514.000,173.956,11.761,4432.549
434,57acb665-9a6d-4240-ab39-41013bdf7098,churchlandlab,3285.000,8130.000,6522.000,69.400,10.961,6209.938
435,188fe7d5-fd1c-494f-88bc-672d77b9779e,churchlandlab,5253.000,7306.000,4086.000,143.998,21.684,3939.756
436,7c11adc6-adbd-484f-8ae9-13946285e3f8,angelakilab,8058.000,11077.000,7079.000,14.333,9.274,5070.030
