,pid,ml_e_m,ap_e_m,dv_e_m,ml_t_m,ap_t_m,dv_t_m
289,5d9a5895-0f28-416c-a6d6-3e781658ea57,8342.992,11589.137,3013.356,9022.663,11589.137,5741.960
290,0685d767-80a2-49b6-a51a-0e9b1dd7a14d,3074.084,9805.432,954.599,4161.559,9805.432,5320.365
291,291fcd13-b629-49c0-baf8-57ed1351050e,6575.134,10906.305,2841.605,5763.256,10906.305,7794.575
292,6a098711-5423-4072-8909-7cff0e2d4531,6789.420,10615.325,1301.492,5392.055,10615.325,6218.087
293,88fe9ed9-9e3e-431a-8ecc-4cb2fe5bf448,2062.529,9744.326,2460.814,2986.883,9744.326,6171.715
294,d403c464-9d91-4338-b64b-81c299356972,3820.933,8553.249,362.508,2826.833,8553.249,6427.144
295,ce24bbe9-ae70-4659-9e9c-564d1a865de8,6215.891,9935.403,332.000,5239.849,9935.403,6286.470
296,ce397420-3cd2-4a55-8fd1-5e28321981f4,3393.412,7339.864,522.960,4463.487,7339.864,4818.875
297,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,6047.824,11558.099,2346.689,7135.299,11558.099,6712.456
298,869bac48-ad1b-46b8-be00-cf6b26aea40e,6042.571,11185.645,2151.209,7184.420,11185.645,6735.264
299,c0c3c95d-43c3-4e30-9ce7-0519d0473911,2163.370,7626.964,1493.582,1267.586,7626.964,6958.430
300,099c0519-640b-4eb7-867c-998dc337579d,1999.504,6855.868,1598.667,3086.979,6855.868,5964.433
301,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,2047.824,6466.925,1161.379,3136.114,6466.925,5530.419
302,7909c0aa-c074-4e19-aabf-b8167c682a5b,3835.639,7939.282,362.508,2722.977,7939.282,7150.449
303,143dd7cf-6a47-47a1-906d-927ad7fe9117,3414.420,7322.405,522.960,4474.708,7322.405,4779.583
304,de5d704c-4a5b-4fb0-b4af-71614c510a8b,6600.345,12189.525,2928.610,7687.820,12189.525,7294.377
305,0228bcfd-632e-49bd-acd4-c334cf9213e9,6036.269,12175.946,2304.881,7123.744,12175.946,6670.648
306,58b271d5-f728-4de8-b2ae-51908931247c,7115.050,12137.148,1385.107,8202.525,12137.148,5750.874
307,577e4741-4b15-4e91-b81b-61304a09bfb5,5633.958,11244.811,1625.785,6694.518,11244.811,5883.499
308,92564b0d-7b57-45e1-8ec5-41f95340995e,4906.752,6964.403,332.000,5994.227,6964.403,4697.766
309,134e8241-f5d7-4ad7-a8c0-11b34f2eedc3,3230.597,6166.246,703.751,4318.072,6166.246,5069.518
310,d3b3c9a7-cf6a-4d25-b8da-e0f599a26191,6365.050,7704.559,26.915,4568.961,7704.559,6346.415
311,8aba5f8c-4438-4588-9bb0-b20d2fd3eca5,4720.303,3297.769,1182.960,5807.778,3297.769,5548.727
312,84fd7fa3-6c2d-4233-b265-46a427d3d68d,3556.227,7382.347,393.808,4643.702,7382.347,4759.574
313,86553ccc-2e51-4cfb-a8e6-80da6860c8d9,8543.727,12438.506,2602.847,7722.674,12438.506,7611.791
314,76c5c1a1-3617-4727-9f75-d975c9a08203,6392.046,11219.593,1717.876,7479.521,11219.593,6083.642
315,c0e59477-43f0-4441-9f81-3a55ddad9dad,6882.803,11413.579,1701.040,5879.510,11413.579,7821.759
316,30dfb8c6-9202-43fd-a92d-19fe68602b6f,7474.609,11510.766,2062.508,8562.275,11510.766,6429.039
317,727ff7c4-d63f-4bd8-9888-f134a25b874f,5968.832,2141.998,316.633,4202.993,2141.998,6529.696
318,0851db85-2889-4070-ac18-a40e8ebd96ba,3787.319,7522.793,591.887,4874.794,7522.793,4957.653
319,b25799a5-09e8-4656-9c1b-44bc9cbb5279,3445.933,7380.601,1025.785,4533.408,7380.601,5391.552
320,88e1154c-bd92-446d-bd6d-550062666223,1581.647,6600.000,1760.249,888.514,6600.000,5988.802
321,5a5a2320-3b0d-485d-aba2-dc96357e00d8,3747.403,6373.812,606.576,4834.878,6373.812,4972.343
322,366dabe3-2790-4511-a7dc-023a1ad9df75,8561.479,11462.076,1707.141,7591.639,11462.076,7623.777
323,fcc167d6-cb53-4dc7-a58f-06a53cfabc84,4373.454,9764.694,605.446,5460.929,9764.694,4971.213
324,6d3b68e0-3efd-4b03-b747-16e44118a0a9,6740.786,6887.294,570.531,4688.226,6887.294,7792.415
325,68c98fb2-402b-4670-9b3b-0c77619998ea,3345.933,8037.342,1518.102,2400.809,8037.342,7283.956
326,d6c810b2-5922-4127-af2b-4b104bc55c2b,2661.164,8125.315,1561.153,3748.884,8125.315,5927.901
327,a3d13b05-bf4d-427a-a2d5-2fe050d603ec,3384.063,7339.573,1048.723,4471.484,7339.573,5414.271
328,b45c8f3f-6361-41df-9bc1-9df98b3d30e6,3957.487,7558.099,1034.147,2993.029,7558.099,6917.956
329,eda7a3ac-f038-4603-9c68-816234e9c4eb,3419.672,8286.712,983.186,4507.229,8286.712,5349.280
330,4c04120d-523a-4795-ba8f-49dbb8d9f63a,8091.416,7689.234,871.096,7051.273,7689.234,5046.843
331,9657af01-50bd-4120-8303-416ad9e24a51,3368.202,7348.982,1065.672,4399.753,7348.982,5206.929
332,96fe2729-b5a2-4e77-92bb-9df410144768,4848.349,5629.098,364.090,3799.601,5629.098,6762.114
333,b4131145-9675-4433-88e1-9ae016c701dd,4373.349,5886.518,757.424,5441.684,5886.518,5046.353
334,0fa33419-e7b9-4d00-8cab-3b51f93ecf0c,4869.987,6884.869,829.627,5957.381,6884.869,5195.066
335,257d0357-76ed-4220-8d50-68da6efda72d,4819.672,7366.052,1050.644,5907.365,7366.052,5417.284
336,e6508b9a-9dec-47d7-88c7-b0a72c7d1134,2620.933,8548.885,1745.107,1871.236,8548.885,6318.733
337,b3065f45-7227-4099-9f8c-7e81e677d8cf,3727.445,10493.501,2962.056,2919.106,10493.501,7893.440
338,2781c08e-a356-4a0d-8c28-4f94d1c87f69,3756.332,10661.688,883.751,4817.001,10661.688,5141.902
339,362823e7-5514-41d3-a31d-4b73f91ad3d0,6790.996,8070.223,1961.605,5112.623,8070.223,7866.921
340,57656bee-e32e-4848-b924-0f6f18cfdfb1,3236.584,7101.164,1184.203,4296.981,7101.164,5441.262
341,4364cabe-a27c-4bd5-b398-1d068aca47cf,3378.916,6856.062,993.130,4387.848,6856.062,5043.579
342,b8df4cc3-e973-4267-8cf8-a55cea77e1ac,3569.042,6611.930,1169.740,2521.973,6611.930,7557.526
343,179ce6d0-e348-4257-b718-e58dd4134589,6839.735,8279.825,1793.469,5198.461,8279.825,7568.253
344,532bb33e-f22f-454a-ba1f-561d1578b250,3883.433,6854.025,1209.966,4933.635,6854.025,5426.096
345,3220377b-f53e-412d-a859-ef8ccb8f0a40,6232.382,6048.885,845.785,4522.254,6048.885,6862.833
346,9ac90b86-fc72-4ca0-9389-c8b3a77da437,6253.811,6614.355,949.740,4623.716,6614.355,6685.191
347,9bd71ac6-c455-41f3-8c56-59987a649ac4,4715.891,3688.943,1556.181,3797.653,3688.943,7158.012
348,99086aba-f671-42b5-bdc0-e665c61f5452,4376.500,7734.433,992.904,5463.540,7734.433,5356.924
349,1bd85dab-7a53-49d1-acd4-e82f9fd07cf6,3826.920,8560.427,1864.994,2980.057,8560.427,7031.396
350,f9b2e36b-eef8-402f-b121-786dfed58bcb,4373.349,8795.635,1564.994,5460.715,8795.635,5930.324
351,fe380793-8035-414e-b000-09bfe5ece92a,2023.559,6666.343,2194.034,1244.951,6666.343,6944.034
352,d8dae4d0-e11d-4b4d-8bd9-103c13491eb7,4578.706,6725.897,1084.542,5666.126,6725.897,5450.091
353,0dfc64c5-80bc-43b6-a7c4-2fb6e638e9f3,3244.357,4674.200,1379.119,2285.006,4674.200,7231.770
354,920865d3-1581-4e81-bd63-ab2186024564,2942.046,4396.411,1233.469,4028.814,4396.411,5596.398
355,5011eba9-8926-4a73-b729-579d02676d25,3443.202,3442.192,1200.475,4499.820,3442.192,5442.362
356,79b2e46e-e2ee-446e-b875-9aff03ef52d2,3956.332,4430.359,1190.531,5022.166,4430.359,5469.419
357,f211d54e-e7eb-4188-bdcd-faa9c4317e9e,3178.706,4944.811,1002.282,2140.520,4944.811,7335.876
358,8d89b7d0-33e7-45c6-9972-d3ad4c1e5f4c,3420.723,4421.823,951.548,4459.370,4421.823,5121.292
359,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,3596.563,7040.155,987.932,4603.538,7040.155,5030.523
360,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,1663.580,8512.900,1722.508,906.605,8512.900,6340.534
361,180d278e-1a49-42da-a624-24aa14b57a4e,4737.004,7842.580,342.282,5810.641,7842.580,4652.495
362,81b1800e-f138-4337-abc9-bb0449b77852,4887.845,8304.559,787.028,5921.761,8304.559,4937.781
363,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,4892.361,10424.539,1261.040,3935.655,10424.539,7097.556
364,f7c93877-ec05-4091-a003-e69fae0f2fa8,2453.286,6461.203,1292.791,3487.665,6461.203,5445.399
365,675952a4-e8b3-4e82-a179-cc970d5a8b01,3812.739,5643.938,793.469,2740.553,5643.938,7334.484
366,79f44ba1-c931-4346-82eb-f628a9374045,3869.777,5885.257,940.136,4939.472,5885.257,5234.522
